id,source,meaning,group,width,height,mode,alphaRange,animated,bytes,routes,code,use,note,sha256,sourceAbsolute,V2分类,V2产物路径,V2实际显示尺寸,V2证据,V2状态
A078,图标/ChatGPT Image 2026年9月9日 01_24_18 (5).png,App 图标尺寸示意 3,图标,1254,1254,RGBA,"[0, 255]",False,952386,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,ce136fdd89883d0f9704f5b4f4cdbee6894b198f8d5efda2f74c4044ec10a32b,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_18 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A079,图标/ChatGPT Image 2026年9月9日 01_24_18 (6).png,App 图标尺寸示意 4,图标,1254,1254,RGBA,"[0, 255]",False,869289,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,d3e2244ea24a017dde90416e31a304bc5c3f00c737573c2753f62e7388dbee9a,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_18 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A080,图标/ChatGPT Image 2026年9月9日 01_24_19 (7).png,App 图标尺寸示意 5,图标,1254,1254,RGBA,"[0, 255]",False,594908,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,4601edc061e7cf9260dfd2a6a2533e680dc5946e40155c597b62f0bfa0821656,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_19 (7).png,待确认采用/派生/设计参考/不适用,,,,TODO
A081,图标/ChatGPT Image 2026年9月9日 01_30_57 (1).png,首页图标含文字,图标,1254,1254,RGBA,"[0, 255]",False,712054,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,图中含文字或红点；拆出图形，文字与真实未读数由页面渲染，小尺寸用矢量实现。,3eee539cb0db5046cde3370733ce97162e8694908fee8a02f3ce386abb121e43,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_30_57 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A082,图标/ChatGPT Image 2026年9月9日 01_30_57 (2).png,创作图标含文字,图标,1254,1254,RGBA,"[0, 255]",False,449644,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,图中含文字或红点；拆出图形，文字与真实未读数由页面渲染，小尺寸用矢量实现。,8f7cd9f4a211593c54ab887c176932981065b6960211463c0a3d07b3e0fb9eb1,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_30_57 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A083,图标/ChatGPT Image 2026年9月9日 01_30_57 (3).png,资产库图标含文字,图标,1254,1254,RGBA,"[0, 255]",False,460927,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,图中含文字或红点；拆出图形，文字与真实未读数由页面渲染，小尺寸用矢量实现。,8aefeb0e8c7e8b27fd9be631c15b2b8ad544f927673d46b70128bd5a18e7edef,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_30_57 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A084,图标/ChatGPT Image 2026年9月9日 01_30_58 (4).png,AI 助手图标含文字,图标,1254,1254,RGBA,"[0, 255]",False,516235,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,图中含文字或红点；拆出图形，文字与真实未读数由页面渲染，小尺寸用矢量实现。,6d9252f9a7498fbda497326fc562e18edee4592bc19b349097831267a9f8fa6b,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_30_58 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A085,图标/ChatGPT Image 2026年9月9日 01_30_59 (5).png,通知图标含角标和文字,图标,1254,1254,RGBA,"[0, 255]",False,359142,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,图中含文字或红点；拆出图形，文字与真实未读数由页面渲染，小尺寸用矢量实现。,f54ef6741b40927a73ba6a7409c371b74da96886126ef99c7758d5432df4840a,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_30_59 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A086,图标/ChatGPT Image 2026年9月9日 01_31_00 (6).png,我的图标含文字,图标,1254,1254,RGBA,"[0, 255]",False,370063,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,图中含文字或红点；拆出图形，文字与真实未读数由页面渲染，小尺寸用矢量实现。,2f0d915965e3b939d20f51759adf0176085ec683f68b11c7ab4732b09894b067,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_31_00 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A087,图标/ChatGPT Image 2026年9月9日 01_41_04 (1).png,图片文件图标,图标,1254,1254,RGBA,"[0, 255]",False,764003,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,1c6821f838e36325b179c516dfcf678fa0198beb50e53c8f12862a46077f7535,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_41_04 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A088,图标/ChatGPT Image 2026年9月9日 01_41_05 (2).png,视频文件图标,图标,1254,1254,RGBA,"[0, 255]",False,729683,视频工作台、素材库、短剧镜头文件,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,8fd213a857c3806098c0d446d712d7db1dafe9c4cfafde49d95e947d6d3a0b9b,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_41_05 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A089,图标/ChatGPT Image 2026年9月9日 01_41_05 (3).png,音频文件图标,图标,1254,1254,RGBA,"[0, 255]",False,791739,现有音频模式、素材库、短剧配音文件,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,项目已含音频能力；保留真实入口，品牌文档未默认该能力不构成删除要求。,685d364c6b11f94c12145b2cdd104eb8112d0101bb0b2cc332e7078f06336956,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_41_05 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A090,图标/ChatGPT Image 2026年9月9日 01_41_06 (4).png,文档文件图标,图标,1254,1254,RGBA,"[0, 255]",False,728550,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,7c9f47bb79e849f6a10edaf15075ac86e8e199c54ee5fb5867c70f8474b7125c,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_41_06 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A091,图标/ChatGPT Image 2026年9月9日 01_41_06 (5).png,演示文件图标,图标,1254,1254,RGBA,"[0, 255]",False,693031,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,eb823cae66125cf4fc1ce95ab3580a60536e0be5f2c773e70a5be6a595e523e4,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_41_06 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A092,图标/ChatGPT Image 2026年9月9日 01_41_07 (6).png,文件夹图标,图标,1254,1254,RGBA,"[0, 255]",False,773978,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,9180ced2662f907b680db2883b2dd98f2b0d27b4053706acc00fd8a18403e5bf,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_41_07 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A093,图标/ChatGPT Image 2026年9月9日 01_51_57 (1).png,选择工具线形,图标,1254,1254,RGBA,"[0, 255]",False,213354,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,b7af72fa02b0e1a5426688713079f1983c2fdaacc356efd2d741dc68f8866c60,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_57 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A094,图标/ChatGPT Image 2026年9月9日 01_51_57 (2).png,框选工具线形,图标,1254,1254,RGBA,"[0, 255]",False,157052,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,9aa1f71386128967abdff7acbfca230e3616a9e5fd3a9ef1e52b10e7f386759b,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_57 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A095,图标/ChatGPT Image 2026年9月9日 01_51_57 (3).png,手形平移工具,图标,1254,1254,RGBA,"[0, 255]",False,281968,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,a6a71825c5a3887e358c82a5b12e27e0492d47b437d1507b16087cc153bc2309,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_57 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A096,图标/ChatGPT Image 2026年9月9日 01_51_58 (4).png,文字工具线形,图标,1254,1254,RGBA,"[0, 255]",False,173291,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,f3ae34568a101b7ef35e6650401965ca01cb65ad73c7d8bc8aa532c50f689184,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_58 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A097,图标/ChatGPT Image 2026年9月9日 01_51_58 (5).png,形状工具线形,图标,1254,1254,RGBA,"[0, 255]",False,216593,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,75814ce6b6fa2a249afcd9dff4f8c55e27a74db5cf72221c237cc73ed3bdea28,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_58 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A098,图标/ChatGPT Image 2026年9月9日 01_51_58 (6).png,连接线工具,图标,1254,1254,RGBA,"[0, 255]",False,187631,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,6f58f11265502403c1b2ac096fb2171cab2ae2ea8300c48f7dcb47d2031d09aa,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_58 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A099,图标/ChatGPT Image 2026年9月9日 01_51_59 (10).png,素材立方体线形,图标,1254,1254,RGBA,"[0, 255]",False,357808,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,仅借鉴视觉；插件中心、3D、团队协作、收藏、命令面板或示例模型能力需逐项核实现有实现；不因此新增功能。,84661d9959aa14638a83147ba7493c3d969f24763b116ab8eb301047a2265c35,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_59 (10).png,待确认采用/派生/设计参考/不适用,,,,TODO
A100,图标/ChatGPT Image 2026年9月9日 01_51_59 (7).png,画笔线形,图标,1254,1254,RGBA,"[0, 255]",False,234550,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,53c9d20f3336f3134529204597ef14ca16f4c087342fc4c00e5cf4e5ae976d8c,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_59 (7).png,待确认采用/派生/设计参考/不适用,,,,TODO
A101,图标/ChatGPT Image 2026年9月9日 01_51_59 (8).png,橡皮擦线形,图标,1254,1254,RGBA,"[0, 255]",False,229474,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,bbc963d1cdfad15efb47cd140500d36364478cfa8e3439a74e38397e68511da1,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_59 (8).png,待确认采用/派生/设计参考/不适用,,,,TODO
A102,图标/ChatGPT Image 2026年9月9日 01_51_59 (9).png,AI 星芒线形,图标,1254,1254,RGBA,"[0, 255]",False,263316,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,02ca851811787d3f75fe38a0a8406b0eadee0a0b939ababc03e730df40c7666c,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_51_59 (9).png,待确认采用/派生/设计参考/不适用,,,,TODO
A103,图标/ChatGPT Image 2026年9月9日 02_07_30 (1).png,上传线形,图标,1254,1254,RGBA,"[0, 255]",False,546754,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,8aa2a56a9e9ddfad46f3d9f69bf745b208823b67b4e9b748398727b986abbb01,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_07_30 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A104,图标/ChatGPT Image 2026年9月9日 02_07_30 (2).png,缩放线形,图标,1254,1254,RGBA,"[0, 255]",False,590751,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,44a5b8e27d3014adee562b5126be3f0cb7fe509a9c5f98e98d0a048e34e83c43,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_07_30 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A105,图标/ChatGPT Image 2026年9月9日 02_07_30 (3).png,撤销线形,图标,1254,1254,RGBA,"[0, 255]",False,488676,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,faf4da86f57264164291b72fce68a12210192ce35cdda46b108a4bc6824ebf85,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_07_30 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A106,图标/ChatGPT Image 2026年9月9日 02_07_30 (4).png,重做线形,图标,1254,1254,RGBA,"[0, 255]",False,448727,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,35002b21137d4e6e503cc74bcd5984f3aac3a8ebb069726764e3b13ccd23ba3a,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_07_30 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A107,图标/ChatGPT Image 2026年9月9日 02_07_30 (5).png,删除线形,图标,1254,1254,RGBA,"[0, 255]",False,636015,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,1179c1f476e35616834a6b55f552aaa642b5282c4431d93fc4be924d23f89924,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_07_30 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A108,图标/ChatGPT Image 2026年9月9日 02_07_30 (6).png,更多线形,图标,1254,1254,RGBA,"[0, 255]",False,303578,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,d9d98a43ba9764c9fbca4b5f6e319d5bec1460086f775a3bd26d846a926977c5,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_07_30 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A109,图标/ChatGPT Image 2026年9月9日 02_12_09 (1).png,选择工具立体,图标,1254,1254,RGBA,"[0, 255]",False,410150,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,7bacec158b8f7493680a0dea5eea334b696aca9179ac13c4f6b73510fcc68f6e,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_09 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A110,图标/ChatGPT Image 2026年9月9日 02_12_09 (2).png,文字工具立体,图标,1254,1254,RGBA,"[0, 255]",False,386080,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,25f9cf85bb37b9ae41393717ba5112252a40d6d917a2e5e14127868b531f1b21,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_09 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A111,图标/ChatGPT Image 2026年9月9日 02_12_09 (3).png,形状工具立体,图标,1254,1254,RGBA,"[0, 255]",False,523686,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,仅借鉴视觉；插件中心、3D、团队协作、收藏、命令面板或示例模型能力需逐项核实现有实现；不因此新增功能。,8f812f0c08dd2b75e465d45f0c3e38a87fd2b65927569bc99626589f68525aae,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_09 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A112,图标/ChatGPT Image 2026年9月9日 02_12_10 (4).png,画笔立体,图标,1254,1254,RGBA,"[0, 255]",False,489395,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,e1e0053cc89672a306a37610b96a9ead2ab5e096be539890293fb05371364d69,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_10 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A113,图标/ChatGPT Image 2026年9月9日 02_12_10 (5).png,素材立方体立体,图标,1254,1254,RGBA,"[0, 255]",False,639300,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,2dfee41b7920493c1d99da1e431251c52fad5ff5ab52161fa21465957c4fbbd1,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_10 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A114,图标/ChatGPT Image 2026年9月9日 02_12_10 (6).png,AI 星芒立体,图标,1254,1254,RGBA,"[0, 255]",False,442055,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,d77a7facc8878c4762f4409300bd9a7d3ae4a3b5e9f390cac042472e6f6583ed,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_10 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A115,图标/ChatGPT Image 2026年9月9日 02_12_10 (7).png,上传立体,图标,1254,1254,RGBA,"[0, 255]",False,559268,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,20cf059812e53778e4577db49336be24c51e74b704d97462265029bb186a34cb,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_10 (7).png,待确认采用/派生/设计参考/不适用,,,,TODO
A116,图标/ChatGPT Image 2026年9月9日 02_12_11 (10).png,粘贴立体,图标,1254,1254,RGBA,"[0, 255]",False,525359,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,工具图标参考：小尺寸优先现有矢量图标；立体图用于入口或空态,保持现有语义与交互，正常/悬停/聚焦/禁用状态可辨；无对应功能则保留设计储备。,7a1c334ffaea5fd8f34b631c4f4949b8778384c52efac88d50598420a5c21272,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 02_12_11 (10).png,待确认采用/派生/设计参考/不适用,,,,TODO
