case_id,页面ID,路径,主题,宽,高,实际视口,实际状态,截图,测量JSON,日志,状态,原因,配色依据,配色验收A17,配色证据
R32-dark-1366,R32,/share/[slug],dark,1366,768,1366x768,真实公开分享,evidence/user-pages-matrix/R32-share-dark-1366x768.png,evidence/user-pages-matrix/R32-share-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R32-dark-1024,R32,/share/[slug],dark,1024,768,1024x768,真实公开分享,evidence/user-pages-matrix/R32-share-dark-1024x768.png,evidence/user-pages-matrix/R32-share-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R32-dark-768,R32,/share/[slug],dark,768,1024,768x1024,真实公开分享,evidence/user-pages-matrix/R32-share-dark-768x1024.png,evidence/user-pages-matrix/R32-share-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R32-dark-390,R32,/share/[slug],dark,390,844,390x844,真实公开分享,evidence/user-pages-matrix/R32-share-dark-390x844.png,evidence/user-pages-matrix/R32-share-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R32-dark-430,R32,/share/[slug],dark,430,932,430x932,真实公开分享,evidence/user-pages-matrix/R32-share-dark-430x932.png,evidence/user-pages-matrix/R32-share-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-1672,R33,/terms,light,1672,941,1672x941,服务条款,evidence/user-pages-matrix/R33-terms-light-1672x941.png,evidence/user-pages-matrix/R33-terms-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-1440,R33,/terms,light,1440,900,1440x900,服务条款,evidence/user-pages-matrix/R33-terms-light-1440x900.png,evidence/user-pages-matrix/R33-terms-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-1366,R33,/terms,light,1366,768,1366x768,服务条款,evidence/user-pages-matrix/R33-terms-light-1366x768.png,evidence/user-pages-matrix/R33-terms-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-1024,R33,/terms,light,1024,768,1024x768,服务条款,evidence/user-pages-matrix/R33-terms-light-1024x768.png,evidence/user-pages-matrix/R33-terms-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-768,R33,/terms,light,768,1024,768x1024,服务条款,evidence/user-pages-matrix/R33-terms-light-768x1024.png,evidence/user-pages-matrix/R33-terms-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-390,R33,/terms,light,390,844,390x844,服务条款,evidence/user-pages-matrix/R33-terms-light-390x844.png,evidence/user-pages-matrix/R33-terms-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-light-430,R33,/terms,light,430,932,430x932,服务条款,evidence/user-pages-matrix/R33-terms-light-430x932.png,evidence/user-pages-matrix/R33-terms-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-1672,R33,/terms,dark,1672,941,1672x941,服务条款,evidence/user-pages-matrix/R33-terms-dark-1672x941.png,evidence/user-pages-matrix/R33-terms-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-1440,R33,/terms,dark,1440,900,1440x900,服务条款,evidence/user-pages-matrix/R33-terms-dark-1440x900.png,evidence/user-pages-matrix/R33-terms-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-1366,R33,/terms,dark,1366,768,1366x768,服务条款,evidence/user-pages-matrix/R33-terms-dark-1366x768.png,evidence/user-pages-matrix/R33-terms-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-1024,R33,/terms,dark,1024,768,1024x768,服务条款,evidence/user-pages-matrix/R33-terms-dark-1024x768.png,evidence/user-pages-matrix/R33-terms-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-768,R33,/terms,dark,768,1024,768x1024,服务条款,evidence/user-pages-matrix/R33-terms-dark-768x1024.png,evidence/user-pages-matrix/R33-terms-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-390,R33,/terms,dark,390,844,390x844,服务条款,evidence/user-pages-matrix/R33-terms-dark-390x844.png,evidence/user-pages-matrix/R33-terms-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R33-dark-430,R33,/terms,dark,430,932,430x932,服务条款,evidence/user-pages-matrix/R33-terms-dark-430x932.png,evidence/user-pages-matrix/R33-terms-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-1672,R34,/u/[username],light,1672,941,1672x941,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-1672x941.png,evidence/user-pages-matrix/R34-profile-public-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-1440,R34,/u/[username],light,1440,900,1440x900,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-1440x900.png,evidence/user-pages-matrix/R34-profile-public-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-1366,R34,/u/[username],light,1366,768,1366x768,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-1366x768.png,evidence/user-pages-matrix/R34-profile-public-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-1024,R34,/u/[username],light,1024,768,1024x768,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-1024x768.png,evidence/user-pages-matrix/R34-profile-public-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-768,R34,/u/[username],light,768,1024,768x1024,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-768x1024.png,evidence/user-pages-matrix/R34-profile-public-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-390,R34,/u/[username],light,390,844,390x844,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-390x844.png,evidence/user-pages-matrix/R34-profile-public-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-light-430,R34,/u/[username],light,430,932,430x932,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-light-430x932.png,evidence/user-pages-matrix/R34-profile-public-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-1672,R34,/u/[username],dark,1672,941,1672x941,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-1672x941.png,evidence/user-pages-matrix/R34-profile-public-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-1440,R34,/u/[username],dark,1440,900,1440x900,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-1440x900.png,evidence/user-pages-matrix/R34-profile-public-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-1366,R34,/u/[username],dark,1366,768,1366x768,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-1366x768.png,evidence/user-pages-matrix/R34-profile-public-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-1024,R34,/u/[username],dark,1024,768,1024x768,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-1024x768.png,evidence/user-pages-matrix/R34-profile-public-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-768,R34,/u/[username],dark,768,1024,768x1024,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-768x1024.png,evidence/user-pages-matrix/R34-profile-public-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-390,R34,/u/[username],dark,390,844,390x844,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-390x844.png,evidence/user-pages-matrix/R34-profile-public-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R34-dark-430,R34,/u/[username],dark,430,932,430x932,公开主页真实不可用状态,evidence/user-pages-matrix/R34-profile-public-dark-430x932.png,evidence/user-pages-matrix/R34-profile-public-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-1672,A01,/admin?section=overview,light,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/overview-light-1672x941.png,evidence/admin-sections-matrix/overview-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-1440,A01,/admin?section=overview,light,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/overview-light-1440x900.png,evidence/admin-sections-matrix/overview-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-1366,A01,/admin?section=overview,light,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/overview-light-1366x768.png,evidence/admin-sections-matrix/overview-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-1024,A01,/admin?section=overview,light,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/overview-light-1024x768.png,evidence/admin-sections-matrix/overview-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-768,A01,/admin?section=overview,light,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/overview-light-768x1024.png,evidence/admin-sections-matrix/overview-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-390,A01,/admin?section=overview,light,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/overview-light-390x844.png,evidence/admin-sections-matrix/overview-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-light-430,A01,/admin?section=overview,light,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/overview-light-430x932.png,evidence/admin-sections-matrix/overview-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-1672,A01,/admin?section=overview,dark,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/overview-dark-1672x941.png,evidence/admin-sections-matrix/overview-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-1440,A01,/admin?section=overview,dark,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/overview-dark-1440x900.png,evidence/admin-sections-matrix/overview-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-1366,A01,/admin?section=overview,dark,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/overview-dark-1366x768.png,evidence/admin-sections-matrix/overview-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-1024,A01,/admin?section=overview,dark,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/overview-dark-1024x768.png,evidence/admin-sections-matrix/overview-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-768,A01,/admin?section=overview,dark,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/overview-dark-768x1024.png,evidence/admin-sections-matrix/overview-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-390,A01,/admin?section=overview,dark,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/overview-dark-390x844.png,evidence/admin-sections-matrix/overview-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A01-dark-430,A01,/admin?section=overview,dark,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/overview-dark-430x932.png,evidence/admin-sections-matrix/overview-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-1672,A02,/admin?section=users,light,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/site-light-1672x941.png,evidence/admin-sections-matrix/site-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-1440,A02,/admin?section=users,light,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/site-light-1440x900.png,evidence/admin-sections-matrix/site-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-1366,A02,/admin?section=users,light,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/site-light-1366x768.png,evidence/admin-sections-matrix/site-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-1024,A02,/admin?section=users,light,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/site-light-1024x768.png,evidence/admin-sections-matrix/site-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-768,A02,/admin?section=users,light,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/site-light-768x1024.png,evidence/admin-sections-matrix/site-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-390,A02,/admin?section=users,light,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/site-light-390x844.png,evidence/admin-sections-matrix/site-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-light-430,A02,/admin?section=users,light,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/site-light-430x932.png,evidence/admin-sections-matrix/site-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-dark-1672,A02,/admin?section=users,dark,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/site-dark-1672x941.png,evidence/admin-sections-matrix/site-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-dark-1440,A02,/admin?section=users,dark,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/site-dark-1440x900.png,evidence/admin-sections-matrix/site-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A02-dark-1366,A02,/admin?section=users,dark,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/site-dark-1366x768.png,evidence/admin-sections-matrix/site-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
